v8-version,8,4,371,23,-node.84,0
code-creation,Eval,11,69673,0x3a9d45818a06,5, internal/modules/esm/create_dynamic_module.js:1:1,0x3a9d45818810,~
code-creation,Eval,11,69698,0x3a9d45818c3e,117, internal/modules/esm/create_dynamic_module.js:1:1,0x3a9d45818970,~
code-creation,Eval,11,70124,0x3a9d45819ca6,5, internal/vm/module.js:1:1,0x3a9d45819778,~
code-creation,Eval,11,70137,0x3a9d4581aefe,891, internal/vm/module.js:1:1,0x3a9d45819c10,~
code-creation,Eval,11,70143,0x3a9d4581b45e,34,<instance_members_initializer> internal/vm/module.js:262:3,0x3a9d4581a290,~
code-creation,LazyCompile,11,70493,0x3a9d4581ca56,82,Loader internal/modules/esm/loader.js:45:14,0x2965f32bfec0,~
code-creation,LazyCompile,11,70536,0x3a9d4581d47e,18,ModuleMap internal/modules/esm/module_map.js:14:1,0x3a9d458010c0,~
code-creation,LazyCompile,11,70585,0x3a9d4581d6de,14,desc.value internal/per_context/primordials.js:315:32,0xba27e487db8,~
code-creation,LazyCompile,11,70611,0x3a9d4581d81e,14,SafeIterator internal/per_context/primordials.js:263:16,0xba27e4878e8,~
code-creation,LazyCompile,11,70643,0x3a9d4581d976,15,next internal/per_context/primordials.js:266:9,0xba27e487958,~
tick,0xeec347,70689,0,0x0,0,0x109d000,0xfc5eea333d3,0x2b8a25a396c8,0x2b8a25a3948e,0xfc5eea2f58e,0xfc5eea02524,0x8a8aea3d8d9
code-creation,LazyCompile,11,70988,0x3a9d4581eece,366,Module._initPaths internal/modules/cjs/loader.js:1195:29,0xfc5eea323a8,~
code-creation,Eval,11,71226,0x3a9d45821de6,5, internal/modules/run_main.js:1:1,0x3a9d45821bb0,~
code-creation,Eval,11,71241,0x3a9d458220f6,168, internal/modules/run_main.js:1:1,0x3a9d45821d50,~
code-creation,LazyCompile,11,71338,0x3a9d45822676,99,initializeESMLoader internal/bootstrap/pre_execution.js:435:29,0x8a8aea3ee18,~
code-creation,LazyCompile,11,71376,0x3a9d4582282e,5,get hasLoadedAnyUserCJSModule internal/modules/cjs/loader.js:71:32,0xfc5eea31898,~
code-creation,LazyCompile,11,71406,0x3a9d458228ee,23,assert internal/assert.js:11:16,0x2965f32bce58,~
code-creation,LazyCompile,11,71438,0x3a9d45822b06,62,loadPreloadModules internal/bootstrap/pre_execution.js:466:28,0x8a8aea3ef08,~
code-creation,LazyCompile,11,71476,0x3a9d45822d0e,59,initializeFrozenIntrinsics internal/bootstrap/pre_execution.js:458:36,0x8a8aea3eeb8,~
code-creation,LazyCompile,11,71530,0x3a9d45822e5e,93,executeUserEntryPoint internal/modules/run_main.js:69:31,0x3a9d45821f80,~
code-creation,LazyCompile,11,71571,0x3a9d458232ae,81,resolveMainPath internal/modules/run_main.js:12:25,0x3a9d45821e18,~
code-creation,LazyCompile,11,71713,0x3a9d458234be,493,Module._findPath internal/modules/cjs/loader.js:462:28,0xfc5eea31bb8,~
code-creation,LazyCompile,11,71766,0x3a9d458238be,51,isAbsolute path.js:1132:13,0x8a8aea1d6e8,~
tick,0x7f6e16d4e29f,71785,0,0x0,2,0x1083ae0,0x3a9d458234ca,0x3a9d458232d3,0x3a9d45822e7b,0x8a8aea3d903
code-creation,LazyCompile,11,71905,0x3a9d45823b0e,88,stat internal/modules/cjs/loader.js:146:14,0xfc5eea31228,~
code-creation,LazyCompile,11,71933,0x3a9d45823c66,3,toNamespacedPath path.js:1238:19,0x8a8aea1d7d8,~
code-creation,LazyCompile,11,71984,0x3a9d45823d6e,46,toRealPath internal/modules/cjs/loader.js:361:20,0xfc5eea31458,~
code-creation,LazyCompile,11,72284,0x3a9d4582405e,1008,realpathSync fs.js:1722:22,0xfc5eea13b98,~
code-creation,LazyCompile,11,72403,0x3a9d45828d96,132,getOptions internal/fs/utils.js:305:20,0xfc5eea211e8,~
code-creation,LazyCompile,11,72442,0x3a9d4582aa9e,39,assertEncoding internal/fs/utils.js:143:24,0xfc5eea21058,~
code-creation,LazyCompile,11,72471,0x3a9d4582aba6,22,toPathIfFileURL internal/url.js:1449:25,0x8a8aea14448,~
code-creation,LazyCompile,11,72495,0x3a9d4582acbe,17,isURLInstance internal/url.js:1445:23,0x8a8aea143f8,~
code-creation,LazyCompile,11,72539,0x3a9d4582ae1e,88, internal/fs/utils.js:650:38,0xfc5eea21f98,~
code-creation,LazyCompile,11,72591,0x3a9d4582af9e,121, internal/fs/utils.js:345:35,0xfc5eea21958,~
code-creation,LazyCompile,11,72625,0x3a9d4582b12e,18,isUint8Array internal/util/types.js:12:22,0x2965f32bc158,~
code-creation,LazyCompile,11,72727,0x3a9d4582b496,62,splitRoot fs.js:1685:33,0xfc5eea13fd8,~
code-creation,LazyCompile,11,72762,0x3a9d4582b5ee,17,nextPart fs.js:1718:31,0xfc5eea14078,~
tick,0xb28ce0,72837,1,0xa45970,6,0xc254f0,0x3a9d45824278,0x3a9d45823d95,0x3a9d45823612,0x3a9d458232d3,0x3a9d45822e7b,0x8a8aea3d903
code-creation,LazyCompile,11,72877,0x3a9d4582b71e,70,handleErrorFromBinding internal/fs/utils.js:328:32,0xfc5eea21238,~
code-creation,LazyCompile,11,72919,0x3a9d4582b876,38,isFileType fs.js:198:20,0xfc5eea11f68,~
code-creation,LazyCompile,11,73114,0x3a9d4582c1ee,79,encodeRealpathResult fs.js:1694:30,0xfc5eea13b48,~
code-creation,LazyCompile,11,73229,0x3a9d4582c3be,123,shouldUseESMLoader internal/modules/run_main.js:27:28,0x3a9d45821e68,~
code-creation,LazyCompile,11,73305,0x3a9d4582c606,145,readPackageScope internal/modules/cjs/loader.js:289:26,0xfc5eea31368,~
code-creation,LazyCompile,11,73407,0x3a9d4582c94e,262,readPackage internal/modules/cjs/loader.js:258:21,0xfc5eea31318,~
code-creation,LazyCompile,11,73538,0x3a9d4582ccce,387,read internal/modules/package_json_reader.js:16:14,0xfc5eea3a9b0,~
tick,0xe4dba4,73892,0,0x0,3,0x1083ae0,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,73930,0x3a9d4582d866,657,Module._load internal/modules/cjs/loader.js:725:24,0xfc5eea31e98,~
code-creation,LazyCompile,11,74171,0x3a9d4582dfde,828,Module._resolveFilename internal/modules/cjs/loader.js:816:35,0xfc5eea31f20,~
code-creation,LazyCompile,11,74241,0x3a9d4582e5c6,32,canBeRequiredByUsers internal/bootstrap/loaders.js:214:30,0x2b8a25a31430,~
code-creation,LazyCompile,11,74355,0x3a9d4582e896,364,Module._resolveLookupPaths internal/modules/cjs/loader.js:635:38,0xfc5eea31d68,~
code-creation,LazyCompile,11,74424,0x3a9d4582eb96,37,logger internal/util/debuglog.js:90:18,0x8a8aea2e7b8,~
code-creation,LazyCompile,11,74507,0x3a9d4582ecf6,3, internal/per_context/primordials.js:269:21,0xba27e4879a8,~
code-creation,LazyCompile,11,74596,0x3a9d4582edde,96,debug internal/util/debuglog.js:75:15,0x8a8aea2e718,~
code-creation,LazyCompile,11,74650,0x3a9d4582ef5e,46,init internal/util/debuglog.js:71:16,0x8a8aea2e6c8,~
tick,0xe4a5a3,74956,0,0x0,3,0x1083ae0,0x3a9d4582edfa,0x3a9d4582ebb5,0x3a9d4582e96c,0x3a9d4582e158,0x3a9d4582d900,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,74979,0x3a9d4582f146,123,debuglogImpl internal/util/debuglog.js:48:22,0x8a8aea2dd68,~
code-creation,LazyCompile,11,75036,0x3a9d4582f316,10, internal/modules/cjs/loader.js:240:66,0xfc5eea31b68,~
code-creation,LazyCompile,11,75073,0x3a9d4582f3de,2,noop internal/util/debuglog.js:46:14,0x8a8aea2dd18,~
code-creation,LazyCompile,11,75138,0x3a9d4582f526,82,trySelfParentPath internal/modules/cjs/loader.js:395:27,0xfc5eea31548,~
code-creation,LazyCompile,11,75255,0x3a9d4582f776,264,trySelf internal/modules/cjs/loader.js:409:17,0xfc5eea31598,~
code-creation,LazyCompile,11,75351,0x3a9d4582fa3e,69,loadNativeModule internal/modules/cjs/helpers.js:35:26,0xfc5eea2cf18,~
code-creation,LazyCompile,11,75421,0x3a9d458301fe,89,Module internal/modules/cjs/loader.js:163:16,0xfc5eea312c8,~
code-creation,LazyCompile,11,75553,0x3a9d45830416,178,dirname path.js:1247:10,0x8a8aea1d828,~
code-creation,LazyCompile,11,75625,0x3a9d45830616,42,updateChildren internal/modules/cjs/loader.js:157:24,0xfc5eea31278,~
code-creation,LazyCompile,11,75753,0x3a9d4583081e,273,Module.load internal/modules/cjs/loader.js:938:33,0xfc5eea31fb0,~
code-creation,LazyCompile,11,75875,0x3a9d45830b46,204,Module._nodeModulePaths internal/modules/cjs/loader.js:597:37,0xfc5eea31cd8,~
tick,0xe410b1,76025,0,0x0,3,0x1083ae0,0x3a9d45830877,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,76049,0x3a9d45830eae,112,findLongestRegisteredExtension internal/modules/cjs/loader.js:381:40,0xfc5eea314f8,~
code-creation,LazyCompile,11,76202,0x3a9d4583107e,384,basename path.js:1278:11,0x8a8aea1d878,~
code-creation,LazyCompile,11,76317,0x3a9d4583144e,204,Module._extensions..js internal/modules/cjs/loader.js:1094:37,0xfc5eea32150,~
code-creation,LazyCompile,11,76549,0x3a9d458316fe,425,readFileSync fs.js:390:22,0xfc5eea12328,~
code-creation,LazyCompile,11,76619,0x3a9d45831a5e,32,isEncoding buffer.js:543:40,0xbf885b0dce0,~
code-creation,LazyCompile,11,76665,0x3a9d45831b7e,31,normalizeEncoding internal/util.js:154:27,0x2965f32a0bf8,~
code-creation,LazyCompile,11,76701,0x3a9d45831c7e,9,isUint32 internal/validators.js:34:18,0xbf885b06a30,~
code-creation,LazyCompile,11,76771,0x3a9d45831dee,128,openSync fs.js:488:18,0xfc5eea124b8,~
code-creation,LazyCompile,11,76818,0x3a9d45831f96,41, internal/fs/utils.js:662:42,0xfc5eea21fe8,~
code-creation,LazyCompile,11,76908,0x3a9d4583238e,521,stringToFlags internal/fs/utils.js:538:23,0xfc5eea21508,~
code-creation,LazyCompile,11,76956,0x3a9d45832796,148,parseFileMode internal/validators.js:53:23,0xbf885b06a80,~
code-creation,LazyCompile,11,77025,0x3a9d4583297e,75,tryStatSync fs.js:353:21,0xfc5eea12238,~
tick,0xe450e0,77100,0,0x0,3,0x1083ae0,0x3a9d4583178d,0x3a9d45831504,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,77121,0x3a9d45832b0e,110,tryCreateBuffer fs.js:363:25,0xfc5eea12288,~
code-creation,LazyCompile,11,77149,0x3a9d45832c8e,19,allocUnsafe buffer.js:386:42,0xbf885b0dba0,~
code-creation,LazyCompile,11,77181,0x3a9d45832dbe,75, buffer.js:360:36,0xbf885b0db00,~
code-creation,LazyCompile,11,77225,0x3a9d45832f2e,129,allocate buffer.js:411:18,0xbf885b0d510,~
code-creation,LazyCompile,11,77270,0x3a9d458330fe,99,tryReadSync fs.js:378:21,0xfc5eea122d8,~
code-creation,LazyCompile,11,77336,0x3a9d45833316,270,readSync fs.js:578:18,0xfc5eea12588,~
code-creation,LazyCompile,11,77387,0x3a9d458335a6,224, internal/validators.js:88:3,0xbf885b06d00,~
code-creation,LazyCompile,11,77410,0x3a9d45833796,9,isInt32 internal/validators.js:30:17,0xbf885b069e0,~
code-creation,LazyCompile,11,77440,0x3a9d458338e6,55, internal/validators.js:190:40,0xbf885b06e90,~
code-creation,LazyCompile,11,77481,0x3a9d45833a56,163, internal/validators.js:77:3,0xbf885b06cb0,~
code-creation,LazyCompile,11,77532,0x3a9d45833c36,114, internal/fs/utils.js:618:3,0xfc5eea21ef8,~
code-creation,LazyCompile,11,77584,0x3a9d45833f5e,168, internal/fs/utils.js:818:42,0xfc5eea22218,~
code-creation,LazyCompile,11,77636,0x3a9d45834146,62,closeSync fs.js:455:19,0xfc5eea12418,~
code-creation,LazyCompile,11,77724,0x3a9d458342a6,173,toString buffer.js:798:46,0xbf885b0f6e0,~
code-creation,LazyCompile,11,77816,0x3a9d4583457e,533,getEncodingOps buffer.js:694:24,0xbf885b0d740,~
code-creation,LazyCompile,11,77845,0x3a9d45834996,13,slice buffer.js:609:12,0xbf885b0de48,~
code-creation,LazyCompile,11,77961,0x3a9d45834c1e,563,Module._compile internal/modules/cjs/loader.js:1039:37,0xfc5eea320c0,~
code-creation,LazyCompile,11,78047,0x3a9d458351de,256,maybeCacheSourceMap internal/source_map/source_map_cache.js:74:29,0xfc5eea0e7c0,~
code-creation,LazyCompile,11,78076,0x3a9d45835c6e,35,getSourceMapsEnabled internal/source_map/source_map_cache.js:43:30,0xfc5eea0e720,~
code-creation,LazyCompile,11,78123,0x3a9d45835e06,115,setSourceMapsEnabled internal/source_map/source_map_cache.js:50:30,0xfc5eea0e770,~
tick,0x7f6e16dc221f,78166,0,0x0,3,0x1083ae0,0x3a9d45835c88,0x3a9d458351e2,0x3a9d45834c81,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,78183,0x3a9d45835fa6,32,validateBoolean internal/validators.js:147:25,0xbf885b06b70,~
code-creation,LazyCompile,11,78282,0x3a9d45836426,242,wrapSafe internal/modules/cjs/loader.js:986:18,0xfc5eea31778,~
code-creation,Eval,11,78379,0x3a9d4583693e,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/dist/index.js:1:1,0x3a9d458367c0,~
code-creation,Eval,11,78393,0x3a9d45836ae6,105, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/dist/index.js:1:1,0x3a9d458368a8,~
code-creation,LazyCompile,11,78524,0x3a9d458371be,170,makeRequireFunction internal/modules/cjs/helpers.js:49:29,0xfc5eea2cf68,~
code-creation,LazyCompile,11,78581,0x3a9d4583756e,16,require internal/modules/cjs/helpers.js:92:31,0x3a9d45837080,~
code-creation,LazyCompile,11,78623,0x3a9d458376f6,142,Module.require internal/modules/cjs/loader.js:966:36,0xfc5eea32038,~
code-creation,RegExp,4,78786,0x1bf576ec24c0,1523,(?:^|\\/)\\.?\\.$
code-creation,LazyCompile,11,78879,0x3a9d45837b06,226,resolveExports internal/modules/cjs/loader.js:440:24,0xfc5eea315e8,~
code-creation,LazyCompile,11,79009,0x3a9d45837d2e,49,tryExtensions internal/modules/cjs/loader.js:368:23,0xfc5eea314a8,~
code-creation,LazyCompile,11,79043,0x3a9d45837e76,55,tryFile internal/modules/cjs/loader.js:352:17,0xfc5eea31408,~
tick,0x14b9072,79228,0,0x0,0,0x2b8a25a3943e,0x3a9d4582cdd9,0x3a9d4582c98a,0x3a9d4582c66e,0x3a9d45831463,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,Eval,11,79648,0x3a9d458384ce,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/dist/services/server.js:1:1,0x3a9d45838340,~
code-creation,Eval,11,79671,0x3a9d458387a6,200, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/dist/services/server.js:1:1,0x3a9d45838438,~
code-creation,RegExp,4,79949,0x1bf576ec2b20,1898,^((?:@[^/\\\\%]+\\/)?[^./\\\\%][^/\\\\%]*)(\\/.*)?$
tick,0xf5079f,80309,0,0x0,0,0xc63ed0,0x3a9d4582c9c9,0x3a9d45837b51,0x3a9d45823591,0x3a9d4582e286,0x3a9d4582d900,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,80532,0x3a9d4583a106,383,tryPackage internal/modules/cjs/loader.js:306:20,0xfc5eea313b8,~
code-creation,Eval,11,80982,0x3a9d4583ad2e,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/express/index.js:1:1,0x3a9d4583abc8,~
code-creation,Eval,11,81018,0x3a9d4583adc6,14, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/express/index.js:1:1,0x3a9d4583ac98,~
tick,0x13d732e,81367,0,0x0,0,0xfc5eea040f2,0x3a9d4582c95e,0x3a9d4582c66e,0x3a9d45831463,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583adca,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,Eval,11,81557,0x3a9d4583bb36,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/express/lib/express.js:1:1,0x3a9d4583b970,~
code-creation,Eval,11,81573,0x3a9d4583be3e,266, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/express/lib/express.js:1:1,0x3a9d4583baa0,~
code-creation,Eval,11,82230,0x3a9d4583d1ae,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/body-parser/index.js:1:1,0x3a9d4583d008,~
code-creation,Eval,11,82248,0x3a9d4583d566,272, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/body-parser/index.js:1:1,0x3a9d4583d118,~
tick,0x7f6e16dcc89d,82423,1,0xa3ba50,6,0xc254f0,0x3a9d45823b45,0x3a9d45837e7a,0x3a9d45837d48,0x3a9d45823643,0x3a9d4582e286,0x3a9d4582d900,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583d58d,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583be51,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583adca,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,Eval,11,83044,0x3a9d4583eec6,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:1:1,0x3a9d4583eb78,~
code-creation,Eval,11,83059,0x3a9d4583f67e,233, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:1:1,0x3a9d4583ee30,~
tick,0x1a8a158,83491,0,0x0,4,0x1083be0,0xfc5eea040f2,0x3a9d458235a9,0x3a9d4582e286,0x3a9d4582d900,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583f716,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583d58d,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583be51,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583adca,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
tick,0xde2d37,84566,0,0x0,1
code-creation,Eval,11,85145,0x1f3c321c1c16,5, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:1:1,0x1f3c321c1a80,~
code-creation,Eval,11,85163,0x1f3c321c1e7e,85, /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:1:1,0x1f3c321c1b80,~
code-creation,RegExp,4,85252,0x1bf576ec3e40,792,^$
code-creation,LazyCompile,11,85295,0x1f3c321c23c6,10, internal/modules/cjs/helpers.js:28:66,0xfc5eea2d0e8,~
code-creation,LazyCompile,11,85373,0x1f3c321c2556,142,compileForPublicLoader internal/bootstrap/loaders.js:220:25,0x2b8a25a31480,~
code-creation,LazyCompile,11,85463,0x1f3c321c27e6,170,getESMFacade internal/bootstrap/loaders.js:238:15,0x2b8a25a314d0,~
code-creation,LazyCompile,11,85544,0x1f3c321c2bb6,46, internal/bootstrap/loaders.js:247:15,0x1f3c321c26d0,~
tick,0xe5cbf4,85623,0,0x0,3,0x1083ae0,0x1f3c321c2bc2,0x9fbf90,0x1f3c321c2885,0x1f3c321c25d1,0x3a9d4582fa7a,0x3a9d4582d9b8,0x3a9d4583774b,0x3a9d45837578,0x1f3c321c1e9b,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583f716,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583d58d,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583be51,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583adca,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,85651,0x1f3c321c2d16,99,syncExports internal/bootstrap/loaders.js:261:14,0x2b8a25a31548,~
code-creation,LazyCompile,11,85707,0x1f3c321c2ea6,37,getOwn internal/bootstrap/loaders.js:154:16,0x2b8a25a312f0,~
code-creation,LazyCompile,11,85753,0x1f3c321c2fce,18,get events.js:101:6,0x2965f32ac3b8,~
code-creation,LazyCompile,11,85784,0x1f3c321c30ce,5,get events.js:141:16,0x2965f32ac458,~
code-creation,LazyCompile,11,85864,0x1f3c321c33ae,61,lazyProperty /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:53:23,0x1f3c321c1c48,~
code-creation,LazyCompile,11,85955,0x1f3c321c3876,48,get /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:54:16,0x1f3c321c3290,~
code-creation,LazyCompile,11,86022,0x1f3c321c3a56,138,callSiteToString /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:21:76,0x1f3c321c1d10,~
code-creation,LazyCompile,11,86176,0x1f3c321c3ca6,325,prepareStackTrace internal/errors.js:81:27,0x2965f3292450,~
code-creation,LazyCompile,11,86238,0x1f3c321c3f96,76,maybeOverridePrepareStackTrace internal/errors.js:121:40,0x2965f32924a0,~
code-creation,LazyCompile,11,86271,0x1f3c321c40d6,3,prepareObjectStackTrace /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:26:36,0x1f3c321c3968,~
code-creation,LazyCompile,11,86342,0x1f3c321c41de,23,eventListenerCount /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/lib/compat/index.js:45:80,0x1f3c321c1d88,~
code-creation,LazyCompile,11,86465,0x1f3c321c496e,5,get internal/bootstrap/pre_execution.js:296:8,0xfc5eea2e5f8,~
code-creation,LazyCompile,11,86549,0x1f3c321c4bb6,178,depd /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:105:15,0x3a9d4583f068,~
code-creation,LazyCompile,11,86612,0x1f3c321c4e06,130,getStack /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:365:19,0x3a9d4583f360,~
tick,0x13e53b3,86674,0,0x0,0,0x1f3c321c3ceb,0xc21c00,0x1f3c321c4e58,0x1f3c321c4bdc,0x3a9d4583d597,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583be51,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d4583adca,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d458387e2,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d4583774b,0x3a9d45837578,0x3a9d45836b1f,0x3a9d45834e25,0x3a9d45831512,0x3a9d458308bd,0x3a9d4582da23,0x3a9d45822eb4,0x8a8aea3d903
code-creation,LazyCompile,11,86695,0x1f3c321c4f96,3,prepareObjectStackTrace /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:389:34,0x3a9d4583f3b0,~
code-creation,LazyCompile,11,86770,0x1f3c321c511e,139,callSiteLocation /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:251:27,0x3a9d4583f1d0,~
code-creation,LazyCompile,11,86842,0x1f3c321c532e,44,isignored /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:135:20,0x3a9d4583f0e0,~
code-creation,LazyCompile,11,86916,0x1f3c321c549e,102,containsNamespace /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:31:28,0x3a9d4583eef8,~
code-creation,LazyCompile,11,87026,0x1f3c321c5706,44,istraced /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:152:19,0x3a9d4583f130,~
code-creation,LazyCompile,0,87070,0x1bf576ec41c0,1994,normalizeString path.js:59:25,0x8a8aea1d288,*
code-creation,RegExp,4,87123,0x1bf576ec4a00,965,[ \x2C]+
code-creation,LazyCompile,11,87202,0x1f3c321c6266,216,wrapfunction /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:397:23,0x3a9d4583f400,~
code-creation,LazyCompile,11,87242,0x1f3c321c64a6,56,createArgumentsString /home/ccinetto/Cristian/Coderhouse/ejemplos/clase32/03-profillingNode/node_modules/depd/index.js:73:32,0x3a9d4583efc8,~
